Country,EdLevel,DevType,LanguageHaveWorkedWith,RemoteWork,ConvertedCompYearly,YearsCodePro
UK,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL,Remote,72898.0,14
Brazil,Bachelor's,"Developer, mobile",Swift,Remote,120379.0,4
Norway,Master's,Data scientist or machine learning specialist,Python,In-person,75434.0,18
USA,Some College,"Developer, full-stack",Assembly;HTML/CSS;Java;JavaScript;PHP;Python;TypeScript,Remote,100000.0,11
Netherlands,Bachelor's,"Developer, back-end",HTML/CSS;JavaScript;SQL,Remote,139628.0,8
Greece,Master's,"Developer, mobile",Objective-C;Swift,"Hybrid (some remote, some in-person)",85925.0,5
Italy,Secondary School,"Developer, QA or test",Groovy;HTML/CSS;Java;Python,"Hybrid (some remote, some in-person)",26852.0,1
Spain,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, back-end",Java;JavaScript;PHP;SQL;TypeScript,In-person,34907.0,18
France,Master's,"Developer, back-end",Bash/Shell (all shells);Go;JavaScript;Ruby;SQL;TypeScript,"Hybrid (some remote, some in-person)",82703.0,
Austria,Master's,"Developer, front-end",Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,"Hybrid (some remote, some in-person)",64444.0,2
France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Academic researcher,C;Haskell;OCaml;Python,"Hybrid (some remote, some in-person)",32222.0,10
Italy,Master's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",59073.0,3
UK,Bachelor's,"Developer, embedded applications or devices",Bash/Shell (all shells);C,In-person,51544.0,7
Germany,Bachelor's,"Developer, full-stack",JavaScript,Remote,161109.0,15
Kenya,Bachelor's,"Developer, full-stack",Dart;JavaScript;Python,In-person,6512.0,1
Canada,Something else,"Developer, front-end",HTML/CSS;JavaScript;PHP;TypeScript,"Hybrid (some remote, some in-person)",55247.0,2
USA,Associate,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;TypeScript,"Hybrid (some remote, some in-person)",98000.0,15
Ukraine,Master's,"Developer, back-end",Python,Remote,38000.0,5
Slovakia,Some College,Data engineer,Bash/Shell (all shells);Python;SQL,Remote,107406.0,6
Netherlands,Master's,Other (please specify):,C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",32222.0,8
Switzerland,Bachelor's,"Engineer, site reliability",Bash/Shell (all shells);Go;Groovy;Java;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",144842.0,Less than 1 year
Germany,Associate,"Developer, full-stack",Go;HTML/CSS;Java;JavaScript;Kotlin;TypeScript,Remote,107406.0,11
USA,Bachelor's,"Developer, full-stack",C++;HTML/CSS;Java;JavaScript;Python;SQL,Remote,110000.0,3
Ukraine,Bachelor's,"Developer, front-end",JavaScript,Remote,32.0,13
Bulgaria,Bachelor's,Engineering manager,C#;HTML/CSS;JavaScript;TypeScript,"Hybrid (some remote, some in-person)",112592.0,2
USA,Bachelor's,"Developer, full-stack",C++;Java;JavaScript;Python,"Hybrid (some remote, some in-person)",140000.0,18
India,Master's,"Developer, full-stack",Elixir;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL,In-person,47854.0,10
Kazakhstan,Bachelor's,"Developer, back-end",C#;Go;Java;JavaScript;Kotlin;PHP;Python;Rust;SQL;TypeScript;Zig,"Hybrid (some remote, some in-person)",28801.0,1
Slovenia,Some College,"Developer, back-end",Bash/Shell (all shells);C;C++;Java;MATLAB;Python,In-person,26852.0,3
France,Master's,"Developer, back-end",HTML/CSS;JavaScript;PHP;PowerShell;SQL,"Hybrid (some remote, some in-person)",34370.0,24
Brazil,Bachelor's,"Developer, full-stack",Delphi;Groovy;Java;JavaScript;PHP;TypeScript,Remote,25735.0,8
UK,Bachelor's,Other (please specify):,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Ruby;Rust;SQL;TypeScript,"Hybrid (some remote, some in-person)",133757.0,5
Austria,Master's,"Developer, embedded applications or devices",Bash/Shell (all shells);C;C++;Rust,"Hybrid (some remote, some in-person)",57999.0,2
Brazil,Bachelor's,"Developer, full-stack",C;HTML/CSS;Java;JavaScript;PHP;TypeScript,Remote,14919.0,6
India,Master's,"Developer, full-stack",C;C#;JavaScript;SQL;TypeScript;Visual Basic (.Net),"Hybrid (some remote, some in-person)",35890.0,Less than 1 year
Sri Lanka,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;PHP,Remote,1975.0,24
France,Master's,Data engineer,Python,Remote,53703.0,8
Hungary,Master's,"Developer, full-stack",Bash/Shell (all shells);JavaScript;PHP;PowerShell;SQL,"Hybrid (some remote, some in-person)",43481.0,1
Brazil,Something else,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL;TypeScript,Remote,10070.0,13
USA,Master's,"Developer, full-stack",C#;C++;HTML/CSS;JavaScript;SQL;TypeScript,Remote,135000.0,
Israel,Bachelor's,"Developer, back-end",Go;Python;Rust;TypeScript,In-person,155429.0,Less than 1 year
Switzerland,Some College,"Developer, desktop or enterprise applications",C#,"Hybrid (some remote, some in-person)",133700.0,28
Sweden,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",71538.0,Less than 1 year
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Academic researcher,Bash/Shell (all shells);Python,In-person,20210.0,7
Germany,Master's,Research & Development role,C;C++;Python,"Hybrid (some remote, some in-person)",107406.0,12
Canada,Bachelor's,DevOps specialist,Bash/Shell (all shells);Python,"Hybrid (some remote, some in-person)",87231.0,6
UK,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, full-stack",C#;HTML/CSS;JavaScript;SQL,Remote,69426.0,2
USA,Master's,Research & Development role,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;MicroPython;Python,"Hybrid (some remote, some in-person)",145000.0,4
India,Bachelor's,"Developer, back-end",C++;Java;SQL,In-person,17945.0,16
Georgia,Some College,"Developer, back-end",C#;HTML/CSS;JavaScript;SQL,"Hybrid (some remote, some in-person)",68169.0,Less than 1 year
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, full-stack",HTML/CSS;JavaScript;PHP,"Hybrid (some remote, some in-person)",45111.0,15
Germany,Some College,"Developer, desktop or enterprise applications",C#,"Hybrid (some remote, some in-person)",45111.0,
Denmark,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Research & Development role,C;C++;Go;Python;Rust;SQL;TypeScript;Zig,"Hybrid (some remote, some in-person)",43201.0,30
Portugal,Bachelor's,"Developer, front-end",JavaScript;SQL,"Hybrid (some remote, some in-person)",23629.0,9
Slovakia,Secondary School,"Developer, full-stack",HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",45111.0,5
Sweden,Master's,Project manager,JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",52461.0,16
USA,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;SQL,Remote,50000.0,26
Sweden,Something else,"Developer, full-stack",Bash/Shell (all shells);C#;GDScript;HTML/CSS;JavaScript;PHP;Python;SQL,In-person,40863.0,15
Ireland,Bachelor's,"Developer, back-end",Bash/Shell (all shells);C#;JavaScript;PowerShell;SQL;TypeScript,Remote,53703.0,17
Switzerland,Master's,"Developer, desktop or enterprise applications",C#;SQL,In-person,122559.0,20
Argentina,Some College,"Developer, back-end",Bash/Shell (all shells);Python;SQL,Remote,14400.0,4
United Arab Emirates,Some College,"Developer, back-end",Go;Python;Rust;TypeScript,In-person,94748.0,20
Austria,Master's,"Developer, full-stack",C;C#;HTML/CSS;TypeScript,"Hybrid (some remote, some in-person)",63380.0,10
Germany,Master's,Academic researcher,Julia,"Hybrid (some remote, some in-person)",42962.0,5
USA,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript;Visual Basic (.Net),Remote,100000.0,11
Germany,Secondary School,Student,Bash/Shell (all shells);C;Perl,"Hybrid (some remote, some in-person)",18088.0,30
Argentina,Some College,"Developer, front-end",HTML/CSS;JavaScript;SQL;TypeScript,"Hybrid (some remote, some in-person)",20000.0,18
India,Master's,"Developer, front-end",C;C++;Swift,In-person,21534.0,More than 50 years
USA,Bachelor's,"Developer, embedded applications or devices",Bash/Shell (all shells);C;C++;Python,In-person,72000.0,14
USA,Master's,"Developer, back-end",Bash/Shell (all shells);Clojure;Elixir;Erlang;Haskell;HTML/CSS;JavaScript;Python;Ruby;Rust;SQL;TypeScript,Remote,475000.0,10
"Iran, Islamic Republic of...",Bachelor's,"Developer, full-stack",JavaScript;PHP;SQL;TypeScript,"Hybrid (some remote, some in-person)",15000.0,
Panama,Some College,"Developer, full-stack",HTML/CSS;Java;Python;SQL;TypeScript,Remote,9000.0,14
Russian Federation,Some College,Research & Development role,C++;Java;JavaScript;Kotlin;PHP;Python;SQL,"Hybrid (some remote, some in-person)",84034.0,7
UK,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),Remote,140127.0,9
France,Master's,"Developer, desktop or enterprise applications",Bash/Shell (all shells);C++;Fortran;MATLAB;Python;R;SQL,In-person,37592.0,6
Ukraine,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C#;C++;JavaScript;SQL;TypeScript,"Hybrid (some remote, some in-person)",14040.0,5
UK,Master's,Educator,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Python;SQL,In-person,76433.0,5
UK,Some College,Student,C;C++;Go;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,"Hybrid (some remote, some in-person)",2930.0,1
Kenya,Bachelor's,"Developer, back-end",Java;JavaScript,In-person,18000.0,13
Poland,Bachelor's,"Developer, full-stack",Clojure,Remote,90000.0,10
Hungary,Master's,"Developer, mobile",Java;Kotlin,"Hybrid (some remote, some in-person)",47557.0,10
Russian Federation,Bachelor's,"Developer, desktop or enterprise applications",C#;Java;JavaScript;Python,"Hybrid (some remote, some in-person)",6723.0,3
Italy,Secondary School,"Developer, back-end",HTML/CSS;JavaScript;PHP;SQL,In-person,42962.0,24
USA,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL,Remote,160000.0,15
Poland,Master's,"Developer, full-stack",Clojure;Java;JavaScript;R;Rust;TypeScript,Remote,96511.0,15
USA,Some College,"Developer, full-stack",Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;R;TypeScript,Remote,52000.0,3
USA,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;TypeScript,Remote,130000.0,9
USA,Master's,Other (please specify):,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL,"Hybrid (some remote, some in-person)",185000.0,27
Brazil,Master's,Data scientist or machine learning specialist,Bash/Shell (all shells);Go;JavaScript;Python,"Hybrid (some remote, some in-person)",63033.0,2
USA,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Academic researcher,Julia,Remote,70000.0,14
UK,Master's,"Developer, full-stack",HTML/CSS;Java;JavaScript,Remote,76433.0,11
Greece,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,Remote,29000.0,16
Germany,Master's,"Developer, desktop or enterprise applications",C++;Rust;TypeScript,In-person,66592.0,15
India,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;Lua;PHP;SQL;TypeScript,Remote,4785.0,Less than 1 year
USA,Bachelor's,"Developer, front-end",Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Rust;TypeScript,Remote,175000.0,12
USA,Master's,Other (please specify):,C;C++;Clojure;Fortran;Julia;Python,"Hybrid (some remote, some in-person)",160000.0,6
France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Research & Development role,Assembly;Bash/Shell (all shells);C;Groovy;Python,"Hybrid (some remote, some in-person)",48333.0,16
USA,Some College,"Developer, desktop or enterprise applications",Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL,Remote,341000.0,3
UK,Master's,"Developer, back-end",Go;Java;Scala;Solidity,"Hybrid (some remote, some in-person)",98089.0,3
Poland,Bachelor's,"Developer, QA or test",Bash/Shell (all shells);C++;Kotlin;Python;Swift,In-person,29696.0,12
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Scientist,Python,In-person,20944.0,
Germany,Master's,"Developer, desktop or enterprise applications",Bash/Shell (all shells);C;C++;Groovy;Python;SQL,"Hybrid (some remote, some in-person)",96666.0,15
Ukraine,Something else,"Developer, front-end",HTML/CSS;JavaScript,Remote,913.0,22
Bulgaria,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",46135.0,8
Bulgaria,Bachelor's,"Developer, front-end",C#;HTML/CSS;JavaScript,Remote,61513.0,23
"Venezuela, Bolivarian Republic of...",Master's,"Developer, back-end",Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;MATLAB;PHP;SQL;VBA,"Hybrid (some remote, some in-person)",8000.0,10
Czech Republic,Secondary School,"Developer, full-stack",C#;SQL;TypeScript,"Hybrid (some remote, some in-person)",28667.0,5
Ukraine,Bachelor's,"Developer, back-end",Go;SQL,Remote,296.0,17
USA,Bachelor's,"Developer, back-end",C#;SQL,"Hybrid (some remote, some in-person)",126500.0,44
Australia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,Python;R;SQL,"Hybrid (some remote, some in-person)",198198.0,
Germany,Bachelor's,"Developer, back-end",Bash/Shell (all shells);C++;HTML/CSS;Java;Kotlin;Python;SQL,"Hybrid (some remote, some in-person)",53703.0,8
USA,Some College,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,"Hybrid (some remote, some in-person)",130000.0,6
Canada,Bachelor's,"Developer, game or graphics",C;C#;C++;JavaScript;Python;Rust,"Hybrid (some remote, some in-person)",50885.0,23
Spain,Master's,"Developer, AI",Bash/Shell (all shells);Lua;Python;SQL,"Hybrid (some remote, some in-person)",57999.0,4
USA,Bachelor's,"Developer, back-end",C#;C++;JavaScript;PowerShell;Python,"Hybrid (some remote, some in-person)",240000.0,
Latvia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, full-stack",Groovy;HTML/CSS;Java;JavaScript;SQL;TypeScript,Remote,45111.0,15
Germany,Master's,"Developer, full-stack",Clojure;HTML/CSS;Java;JavaScript;Lisp;Rust,Remote,107406.0,29
Czech Republic,Bachelor's,DevOps specialist,Bash/Shell (all shells);C;C++;Python,"Hybrid (some remote, some in-person)",41697.0,10
Sweden,Master's,"Developer, full-stack",C#;SQL,"Hybrid (some remote, some in-person)",71538.0,5
Brazil,Something else,Engineering manager,C#;Go;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,Remote,52216.0,5
Canada,Bachelor's,"Developer, full-stack",GDScript;Java;Lua;Python;R;TypeScript,Remote,45433.0,24
UK,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;SQL,Remote,44586.0,5
Jordan,Bachelor's,"Developer, back-end",C#;HTML/CSS;JavaScript;SQL,In-person,39503.0,5
UK,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;VBA,In-person,46917.0,16
India,Master's,"Developer, desktop or enterprise applications",HTML/CSS;Perl;PHP;Python;SQL;VBA,In-person,11963.0,14
Germany,Secondary School,"Developer, full-stack",Bash/Shell (all shells);C#;C++;Dart;GDScript;Go;HTML/CSS;Java;JavaScript;Lua;MicroPython;PHP;PowerShell;Python;SQL;TypeScript,Remote,85925.0,
Switzerland,Bachelor's,"Developer, full-stack",C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,In-person,111417.0,17
Italy,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;TypeScript,"Hybrid (some remote, some in-person)",47259.0,4
Canada,Associate,"Developer, back-end",Java;Perl;TypeScript,"Hybrid (some remote, some in-person)",59608.0,
Germany,Master's,"Developer, back-end",Java;Python,"Hybrid (some remote, some in-person)",118147.0,30
Poland,Master's,"Developer, back-end",C#;Java;Kotlin;SQL,Remote,11850.0,
USA,Bachelor's,"Developer, back-end",Bash/Shell (all shells);Java;JavaScript;Python;Rust;SQL;TypeScript,"Hybrid (some remote, some in-person)",120000.0,6
Spain,Some College,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL,Remote,37592.0,18
Serbia,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,"Hybrid (some remote, some in-person)",36884.0,20
Ukraine,Some College,"Developer, game or graphics",C#,Remote,25.0,5
Belgium,Master's,"Developer, back-end",Clojure;HTML/CSS;Java;JavaScript;Kotlin,"Hybrid (some remote, some in-person)",161109.0,4
Poland,Master's,"Developer, back-end",C;C++,Remote,56917.0,2
Spain,Bachelor's,"Developer, back-end",C#;Java;JavaScript;Kotlin,"Hybrid (some remote, some in-person)",42962.0,23
France,Master's,DevOps specialist,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",48333.0,6
South Africa,Bachelor's,Data or business analyst,HTML/CSS;Python;SQL,Remote,48428.0,10
USA,Bachelor's,"Developer, back-end",C;Go;JavaScript;Python;Rust;TypeScript,"Hybrid (some remote, some in-person)",675000.0,
USA,Bachelor's,"Developer, game or graphics",C#,In-person,70000.0,24
USA,Master's,"Developer, full-stack",C#;Java;JavaScript;Kotlin;TypeScript,Remote,89494.0,10
France,Master's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,"Hybrid (some remote, some in-person)",54777.0,
India,Bachelor's,"Developer, back-end",HTML/CSS;JavaScript;PHP;Python;SQL,In-person,1196.0,Less than 1 year
UK,Bachelor's,"Developer, mobile",Bash/Shell (all shells);Kotlin,Remote,152865.0,4
"Iran, Islamic Republic of...",Master's,"Developer, back-end",Go;Python,"Hybrid (some remote, some in-person)",7800.0,3
UK,Something else,Data scientist or machine learning specialist,HTML/CSS;JavaScript;Python;R;SQL;VBA,Remote,108280.0,45
France,Master's,"Developer, full-stack",JavaScript;TypeScript,Remote,35444.0,31
USA,Bachelor's,System administrator,C++;Python;SQL;VBA,"Hybrid (some remote, some in-person)",90000.0,
Ukraine,Master's,"Developer, back-end",Python,Remote,50000.0,12
France,Bachelor's,"Developer, full-stack",Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,"Hybrid (some remote, some in-person)",37055.0,
Nigeria,Bachelor's,"Developer, front-end",HTML/CSS;Java;JavaScript;MATLAB;PHP;Solidity;SQL;TypeScript,Remote,12000.0,6
Spain,Bachelor's,"Developer, back-end",Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,"Hybrid (some remote, some in-person)",23092.0,Less than 1 year
Slovenia,Some College,Blockchain,Go;Haskell;PHP;SQL,In-person,48333.0,25
Ukraine,Secondary School,Academic researcher,C++;Java;JavaScript;Python;R,In-person,70.0,2
Austria,Master's,"Developer, desktop or enterprise applications",Bash/Shell (all shells);C#;C++;Perl;Python;Visual Basic (.Net),"Hybrid (some remote, some in-person)",49563.0,7
Latvia,Secondary School,"Developer, back-end",Bash/Shell (all shells);C#;Python;SQL,"Hybrid (some remote, some in-person)",23629.0,27
